code,name,type,county_code,parent_code,ico,population,area_km2,lat,lng,website,valid_from,valid_to,successor_code
502707,Rybník,obec,26,,,,,,,,,,
502715,Santovka,obec,26,,,,,,,,,,
502723,Sazdice,obec,26,,,,,,,,,,
502731,Sikenica,obec,26,,,,,,,,,,
502740,Slatina,obec,26,,,,,,,,,,
502758,Starý Hrádok,obec,26,,,,,,,,,,
502766,Starý Tekov,obec,26,,,,,,,,,,
502812,Tehla,obec,26,,,,,,,,,,
502821,Tekovské Lužany,obec,26,,,,,,,,,,
502847,Tekovský Hrádok,obec,26,,,,,,,,,,
502863,Tlmače,mesto,26,,,,,,,,,,
502871,Tupá,obec,26,,,,,,,,,,
502880,Turá,obec,26,,,,,,,,,,
502898,Uhliská,obec,26,,,,,,,,,,
581160,Veľké Kozmálovce,obec,26,,,,,,,,,,
502910,Veľké Ludince,obec,26,,,,,,,,,,
502928,Veľké Turovce,obec,26,,,,,,,,,,
502936,Veľký Ďur,obec,26,,,,,,,,,,
502944,Vyškovce nad Ipľom,obec,26,,,,,,,,,,
502952,Vyšné nad Hronom,obec,26,,,,,,,,,,
502961,Zalaba,obec,26,,,,,,,,,,
502979,Zbrojníky,obec,26,,,,,,,,,,
502111,Čajkov,obec,26,,,,,,,,,,
502120,Čaka,obec,26,,,,,,,,,,
555843,Čata,obec,26,,,,,,,,,,
502782,Šahy,mesto,26,,,,,,,,,,
502791,Šalov,obec,26,,,,,,,,,,
502804,Šarovce,obec,26,,,,,,,,,,
502987,Želiezovce,mesto,26,,,,,,,,,,
502995,Žemberovce,obec,26,,,,,,,,,,
503002,Žemliare,obec,26,,,,,,,,,,
526371,Baldovce,obec,59,,,,,,,,,,
526380,Beharovce,obec,59,,,,,,,,,,
526401,Bijacovce,obec,59,,,,,,,,,,
526410,Brutovce,obec,59,,,,,,,,,,
526428,Buglovce,obec,59,,,,,,,,,,
526452,Dlhé Stráže,obec,59,,,,,,,,,,
526479,Domaňovce,obec,59,,,,,,,,,,
526461,Doľany,obec,59,,,,,,,,,,
526487,Dravce,obec,59,,,,,,,,,,
526495,Dúbrava,obec,59,,,,,,,,,,
526517,Granč-Petrovce,obec,59,,,,,,,,,,
526525,Harakovce,obec,59,,,,,,,,,,
543179,Jablonov,obec,59,,,,,,,,,,
543225,Klčov,obec,59,,,,,,,,,,
581640,Korytné,obec,59,,,,,,,,,,
543276,Kurimany,obec,59,,,,,,,,,,
543292,Levoča,mesto,59,,,,,,,,,,
543314,Lúčka,obec,59,,,,,,,,,,
543381,Nemešany,obec,59,,,,,,,,,,
543390,Nižné Repaše,obec,59,,,,,,,,,,
543446,Ordzovany,obec,59,,,,,,,,,,
543420,Oľšavica,obec,59,,,,,,,,,,
543454,Pavľany,obec,59,,,,,,,,,,
543471,Pongrácovce,obec,59,,,,,,,,,,
543462,Poľanovce,obec,59,,,,,,,,,,
543578,Spišské Podhradie,mesto,59,,,,,,,,,,
543608,Spišský Hrhov,obec,59,,,,,,,,,,
543624,Spišský Štvrtok,obec,59,,,,,,,,,,
543641,Studenec,obec,59,,,,,,,,,,
543675,Torysky,obec,59,,,,,,,,,,
543691,Uloža,obec,59,,,,,,,,,,
526606,Vyšné Repaše,obec,59,,,,,,,,,,
526614,Vyšný Slavkov,obec,59,,,,,,,,,,
510271,Beňadiková,obec,36,,,,,,,,,,
510327,Bobrovec,obec,36,,,,,,,,,,
510335,Bobrovník,obec,36,,,,,,,,,,
510319,Bobrovček,obec,36,,,,,,,,,,
510351,Bukovina,obec,36,,,,,,,,,,
510386,Demänovská Dolina,obec,36,,,,,,,,,,
510408,Dúbrava,obec,36,,,,,,,,,,
510416,Galovany,obec,36,,,,,,,,,,
510424,Gôtovany,obec,36,,,,,,,,,,
510459,Huty,obec,36,,,,,,,,,,
510467,Hybe,obec,36,,,,,,,,,,
556807,Ižipovce,obec,36,,,,,,,,,,
510505,Jakubovany,obec,36,,,,,,,,,,
510513,Jalovec,obec,36,,,,,,,,,,
510521,Jamník,obec,36,,,,,,,,,,
507393,Konská,obec,36,,,,,,,,,,
510564,Kráľova Lehota,obec,36,,,,,,,,,,
510572,Kvačany,obec,36,,,,,,,,,,
510581,Lazisko,obec,36,,,,,,,,,,
510602,Liptovská Anna,obec,36,,,,,,,,,,
510611,Liptovská Kokava,obec,36,,,,,,,,,,
558281,Liptovská Porúbka,obec,36,,,,,,,,,,
510653,Liptovská Sielnica,obec,36,,,,,,,,,,
510688,Liptovské Beharovce,obec,36,,,,,,,,,,
510696,Liptovské Kľačany,obec,36,,,,,,,,,,
510700,Liptovské Matiašovce,obec,36,,,,,,,,,,
510726,Liptovský Hrádok,mesto,36,,,,,,,,,,
510734,Liptovský Ján,obec,36,,,,,,,,,,
510262,Liptovský Mikuláš,mesto,36,,,,,,,,,,
510751,Liptovský Ondrej,obec,36,,,,,,,,,,
580287,Liptovský Peter,obec,36,,,,,,,,,,
510777,Liptovský Trnovec,obec,36,,,,,,,,,,
510831,Malatíny,obec,36,,,,,,,,,,
510858,Malužiná,obec,36,,,,,,,,,,
510840,Malé Borové,obec,36,,,,,,,,,,
510874,Nižná Boca,obec,36,,,,,,,,,,
510904,Partizánska Ľupča,obec,36,,,,,,,,,,
510921,Pavlova Ves,obec,36,,,,,,,,,,
510912,Pavčina Lehota,obec,36,,,,,,,,,,
510947,Podtureň,obec,36,,,,,,,,,,
510963,Pribylina,obec,36,,,,,,,,,,
510971,Prosiek,obec,36,,,,,,,,,,
511013,Smrečany,obec,36,,,,,,,,,,
511048,Svätý Kríž,obec,36,,,,,,,,,,
511072,Trstené,obec,36,,,,,,,,,,
511099,Uhorská Ves,obec,36,,,,,,,,,,
511111,Vavrišovo,obec,36,,,,,,,,,,
511129,Važec,obec,36,,,,,,,,,,
511145,Veterná Poruba,obec,36,,,,,,,,,,
511137,Veľké Borové,obec,36,,,,,,,,,,
511153,Vlachy,obec,36,,,,,,,,,,
511188,Vyšná Boca,obec,36,,,,,,,,,,
511170,Východná,obec,36,,,,,,,,,,
511196,Závažná Poruba,obec,36,,,,,,,,,,
510793,Ľubeľa,obec,36,,,,,,,,,,
511200,Žiar,obec,36,,,,,,,,,,
511234,Belina,obec,48,,,,,,,,,,
557315,Biskupice,obec,48,,,,,,,,,,
511251,Boľkovce,obec,48,,,,,,,,,,
511277,Budiná,obec,48,,,,,,,,,,
558273,Bulhary,obec,48,,,,,,,,,,
511293,Buzitka,obec,48,,,,,,,,,,
511358,Divín,obec,48,,,,,,,,,,
511366,Dobroč,obec,48,,,,,,,,,,
511391,Fiľakovo,mesto,48,,,,,,,,,,
511404,Fiľakovské Kováče,obec,48,,,,,,,,,,
557331,Gregorova Vieska,obec,48,,,,,,,,,,
511421,Halič,obec,48,,,,,,,,,,
511439,Holiša,obec,48,,,,,,,,,,
511463,Jelšovec,obec,48,,,,,,,,,,
511480,Kalonda,obec,48,,,,,,,,,,
511374,Kotmanová,obec,48,,,,,,,,,,
511528,Lehôtka,obec,48,,,,,,,,,,
511536,Lentvora,obec,48,,,,,,,,,,
511544,Lipovany,obec,48,,,,,,,,,,
511552,Lovinobaňa,obec,48,,,,,,,,,,
511579,Lupoč,obec,48,,,,,,,,,,
511218,Lučenec,mesto,48,,,,,,,,,,
511609,Mašková,obec,48,,,,,,,,,,
580309,Mikušovce,obec,48,,,,,,,,,,
511625,Mučín,obec,48,,,,,,,,,,
511641,Mýtna,obec,48,,,,,,,,,,
511668,Nitra nad Ipľom,obec,48,,,,,,,,,,
511676,Nové Hony,obec,48,,,,,,,,,,
511692,Panické Dravce,obec,48,,,,,,,,,,
511714,Pinciná,obec,48,,,,,,,,,,
511722,Pleš,obec,48,,,,,,,,,,
511749,Podrečany,obec,48,,,,,,,,,,
511757,Polichno,obec,48,,,,,,,,,,
511773,Praha,obec,48,,,,,,,,,,
511781,Prša,obec,48,,,,,,,,,,
511706,Píla,obec,48,,,,,,,,,,
511790,Radzovce,obec,48,,,,,,,,,,
511803,Rapovce,obec,48,,,,,,,,,,
511811,Ratka,obec,48,,,,,,,,,,
511838,Ružiná,obec,48,,,,,,,,,,
511846,Stará Halič,obec,48,,,,,,,,,,
511919,Tomášovce,obec,48,,,,,,,,,,
511901,Točnica,obec,48,,,,,,,,,,
511927,Trebeľovce,obec,48,,,,,,,,,,
557340,Trenč,obec,48,,,,,,,,,,
511943,Tuhár,obec,48,,,,,,,,,,
511994,Veľká nad Ipľom,obec,48,,,,,,,,,,
512010,Veľké Dravce,obec,48,,,,,,,,,,
557307,Vidiná,obec,48,,,,,,,,,,
511226,Ábelová,obec,48,,,,,,,,,,
511323,Čakanovce,obec,48,,,,,,,,,,
511331,Čamovce,obec,48,,,,,,,,,,
511561,Ľuboreč,obec,48,,,,,,,,,,
511862,Šiatorská Bukovinka,obec,48,,,,,,,,,,
511897,Šurice,obec,48,,,,,,,,,,
511854,Šávoľ,obec,48,,,,,,,,,,
511871,Šíd,obec,48,,,,,,,,,,
507831,Borinka,obec,6,,,,,,,,,,
507890,Gajary,obec,6,,,,,,,,,,
507954,Jablonové,obec,6,,,,,,,,,,
507962,Jakubov,obec,6,,,,,,,,,,
508012,Kostolište,obec,6,,,,,,,,,,
508021,Kuchyňa,obec,6,,,,,,,,,,
508055,Lozorno,obec,6,,,,,,,,,,
508039,Láb,obec,6,,,,,,,,,,
508063,Malacky,mesto,6,,,,,,,,,,
504556,Malé Leváre,obec,6,,,,,,,,,,
508080,Marianka,obec,6,,,,,,,,,,
508161,Pernek,obec,6,,,,,,,,,,
504629,Plavecké Podhradie,obec,6,,,,,,,,,,
504637,Plavecký Mikuláš,obec,6,,,,,,,,,,
508195,Plavecký Štvrtok,obec,6,,,,,,,,,,
504769,Rohožník,obec,6,,,,,,,,,,
504858,Sološnica,obec,6,,,,,,,,,,
504874,Studienka,obec,6,,,,,,,,,,
508233,Stupava,mesto,6,,,,,,,,,,
508241,Suchohrad,obec,6,,,,,,,,,,
504947,Veľké Leváre,obec,6,,,,,,,,,,
508349,Vysoká pri Morave,obec,6,,,,,,,,,,
508381,Zohor,obec,6,,,,,,,,,,
500267,Záhorie,vojensky_obvod,6,,,,,,,,,,
508365,Záhorská Ves,obec,6,,,,,,,,,,
504980,Závod,obec,6,,,,,,,,,,
512052,Belá-Dulice,obec,37,,,,,,,,,,
512061,Benice,obec,37,,,,,,,,,,
512079,Blatnica,obec,37,,,,,,,,,,
512133,Bystrička,obec,37,,,,,,,,,,
512168,Diaková,obec,37,,,,,,,,,,
512206,Dolný Kalník,obec,37,,,,,,,,,,
512214,Dražkovce,obec,37,,,,,,,,,,
512257,Folkušová,obec,37,,,,,,,,,,
512290,Horný Kalník,obec,37,,,,,,,,,,
512346,Karlová,obec,37,,,,,,,,,,
512354,Kláštor pod Znievom,obec,37,,,,,,,,,,
512371,Košťany nad Turcom,obec,37,,,,,,,,,,
512389,Krpeľany,obec,37,,,,,,,,,,
512397,Laskár,obec,37,,,,,,,,,,
512419,Ležiachov,obec,37,,,,,,,,,,
512435,Lipovec,obec,37,,,,,,,,,,
512036,Martin,mesto,37,,,,,,,,,,
512478,Necpaly,obec,37,,,,,,,,,,
512486,Nolčovo,obec,37,,,,,,,,,,
512508,Podhradie,obec,37,,,,,,,,,,
512524,Príbovce,obec,37,,,,,,,,,,
512541,Rakovo,obec,37,,,,,,,,,,
512567,Ratkovo,obec,37,,,,,,,,,,
512591,Sklabinský Podzámok,obec,37,,,,,,,,,,
512583,Sklabiňa,obec,37,,,,,,,,,,
512613,Slovany,obec,37,,,,,,,,,,
512630,Socovce,obec,37,,,,,,,,,,
512648,Sučany,obec,37,,,,,,,,,,
512664,Trebostovo,obec,37,,,,,,,,,,
512672,Trnovo,obec,37,,,,,,,,,,
512681,Turany,mesto,37,,,,,,,,,,
512702,Turčianska Štiavnička,obec,37,,,,,,,,,,
545961,Turčianske Jaseno,obec,37,,,,,,,,,,
512711,Turčianske Kľačany,obec,37,,,,,,,,,,
512753,Turčiansky Peter,obec,37,,,,,,,,,,
512737,Turčiansky Ďur,obec,37,,,,,,,,,,
512761,Valča,obec,37,,,,,,,,,,
512796,Vrícko,obec,37,,,,,,,,,,
557358,Vrútky,mesto,37,,,,,,,,,,
512818,Záborie,obec,37,,,,,,,,,,
512150,Ďanová,obec,37,,,,,,,,,,
512656,Šútovo,obec,37,,,,,,,,,,
512834,Žabokreky,obec,37,,,,,,,,,,
520071,Brestov nad Laborcom,obec,60,,,,,,,,,,
520187,Habura,obec,60,,,,,,,,,,
520314,Kalinov,obec,60,,,,,,,,,,
520411,Krásny Brod,obec,60,,,,,,,,,,
520471,Medzilaborce,mesto,60,,,,,,,,,,
520578,Oľka,obec,60,,,,,,,,,,
520586,Oľšinkov,obec,60,,,,,,,,,,
520616,Palota,obec,60,,,,,,,,,,
520691,Radvaň nad Laborcom,obec,60,,,,,,,,,,
520705,Repejov,obec,60,,,,,,,,,,
559610,Rokytovce,obec,60,,,,,,,,,,
520713,Roškovce,obec,60,,,,,,,,,,
520853,Sukov,obec,60,,,,,,,,,,
520861,Svetlice,obec,60,,,,,,,,,,
520951,Valentovce,obec,60,,,,,,,,,,
520993,Volica,obec,60,,,,,,,,,,
521001,Výrava,obec,60,,,,,,,,,,
521060,Zbojné,obec,60,,,,,,,,,,
521078,Zbudská Belá,obec,60,,,,,,,,,,
520098,Čabalovce,obec,60,,,,,,,,,,
520101,Čabiny,obec,60,,,,,,,,,,
520128,Čertižné,obec,60,,,,,,,,,,
520519,Ňagov,obec,60,,,,,,,,,,
522287,Bajany,obec,75,,,,,,,,,,
528137,Beša,obec,75,,,,,,,,,,
522368,Bracovce,obec,75,,,,,,,,,,
513857,Budince,obec,75,,,,,,,,,,
522376,Budkovce,obec,75,,,,,,,,,,
522295,Bánovce nad Ondavou,obec,75,,,,,,,,,,
528331,Drahňov,obec,75,,,,,,,,,,
522406,Dúbravka,obec,75,,,,,,,,,,
522414,Falkušovce,obec,75,,,,,,,,,,
522431,Hatalov,obec,75,,,,,,,,,,
522449,Hažín,obec,75,,,,,,,,,,
522465,Hnojné,obec,75,,,,,,,,,,
522481,Horovce,obec,75,,,,,,,,,,
522511,Iňačovce,obec,75,,,,,,,,,,
528391,Ižkovce,obec,75,,,,,,,,,,
522546,Jastrabie pri Michalovciach,obec,75,,,,,,,,,,
522562,Jovsa,obec,75,,,,,,,,,,
522589,Kaluža,obec,75,,,,,,,,,,
528404,Kapušianske Kľačany,obec,75,,,,,,,,,,
522571,Kačanov,obec,75,,,,,,,,,,
522597,Klokočov,obec,75,,,,,,,,,,
528463,Krišovská Liesková,obec,75,,,,,,,,,,
522651,Krásnovce,obec,75,,,,,,,,,,
522686,Kusín,obec,75,,,,,,,,,,
522694,Lastomír,obec,75,,,,,,,,,,
522708,Laškovce,obec,75,,,,,,,,,,
522724,Lesné,obec,75,,,,,,,,,,
522732,Ložín,obec,75,,,,,,,,,,
522741,Lúčky,obec,75,,,,,,,,,,
522767,Malé Raškovce,obec,75,,,,,,,,,,
522759,Malčice,obec,75,,,,,,,,,,
522783,Markovce,obec,75,,,,,,,,,,
528579,Maťovské Vojkovce,obec,75,,,,,,,,,,
522279,Michalovce,mesto,75,,,,,,,,,,
522791,Moravany,obec,75,,,,,,,,,,
522805,Nacina Ves,obec,75,,,,,,,,,,
528633,Oborín,obec,75,,,,,,,,,,
522848,Oreské,obec,75,,,,,,,,,,
522864,Palín,obec,75,,,,,,,,,,
522872,Pavlovce nad Uhom,obec,75,,,,,,,,,,
522881,Petrikovce,obec,75,,,,,,,,,,
522902,Petrovce nad Laborcom,obec,75,,,,,,,,,,
522945,Poruba pod Vihorlatom,obec,75,,,,,,,,,,
522961,Pozdišovce,obec,75,,,,,,,,,,
528692,Ptrukša,obec,75,,,,,,,,,,
522988,Pusté Čemerné,obec,75,,,,,,,,,,
522996,Rakovec nad Ondavou,obec,75,,,,,,,,,,
528714,Ruská,obec,75,,,,,,,,,,
523054,Senné,obec,75,,,,,,,,,,
523062,Slavkovce,obec,75,,,,,,,,,,
523071,Sliepkovce,obec,75,,,,,,,,,,
523097,Staré,obec,75,,,,,,,,,,
523119,Stretava,obec,75,,,,,,,,,,
523127,Stretavka,obec,75,,,,,,,,,,
523101,Strážske,mesto,75,,,,,,,,,,
523135,Suché,obec,75,,,,,,,,,,
523186,Trhovište,obec,75,,,,,,,,,,
523194,Trnava pri Laborci,obec,75,,,,,,,,,,
523208,Tušice,obec,75,,,,,,,,,,
523216,Tušická Nová Ves,obec,75,,,,,,,,,,
543853,Veľké Kapušany,mesto,75,,,,,,,,,,
543870,Veľké Raškovce,obec,75,,,,,,,,,,
543888,Veľké Slemence,obec,75,,,,,,,,,,
523259,Vinné,obec,75,,,,,,,,,,
543942,Vojany,obec,75,,,,,,,,,,
523275,Voľa,obec,75,,,,,,,,,,
523283,Vrbnica,obec,75,,,,,,,,,,
523291,Vysoká nad Uhom,obec,75,,,,,,,,,,
523241,Zalužice,obec,75,,,,,,,,,,
523356,Zbudza,obec,75,,,,,,,,,,
523364,Zemplínska Široká,obec,75,,,,,,,,,,
522635,Zemplínske Kopčany,obec,75,,,,,,,,,,
523348,Závadka,obec,75,,,,,,,,,,
522392,Čečehov,obec,75,,,,,,,,,,
528307,Čierne Pole,obec,75,,,,,,,,,,
528277,Čičarovce,obec,75,,,,,,,,,,
523151,Šamudovce,obec,75,,,,,,,,,,
523372,Žbince,obec,75,,,,,,,,,,
504254,Brestovec,obec,18,,,,,,,,,,
504262,Brezová pod Bradlom,mesto,18,,,,,,,,,,
504289,Bukovec,obec,18,,,,,,,,,,
504408,Chvojnica,obec,18,,,,,,,,,,
506079,Hrašné,obec,18,,,,,,,,,,
504424,Jablonka,obec,18,,,,,,,,,,
506141,Kostolné,obec,18,,,,,,,,,,
504467,Košariská,obec,18,,,,,,,,,,
506150,Krajné,obec,18,,,,,,,,,,
504581,Myjava,mesto,18,,,,,,,,,,
506419,Podkylava,obec,18,,,,,,,,,,
504661,Polianka,obec,18,,,,,,,,,,
504688,Poriadie,obec,18,,,,,,,,,,
504696,Priepasné,obec,18,,,,,,,,,,
504793,Rudník,obec,18,,,,,,,,,,
504866,Stará Myjava,obec,18,,,,,,,,,,
504971,Vrbovce,obec,18,,,,,,,,,,
500020,Alekšince,obec,27,,,,,,,,,,
581623,Babindol,obec,27,,,,,,,,,,
500071,Branč,obec,27,,,,,,,,,,
500046,Báb,obec,27,,,,,,,,,,
582697,Bádice,obec,27,,,,,,,,,,
545589,Cabaj-Čápor,obec,27,,,,,,,,,,
582425,Dolné Lefantovce,obec,27,,,,,,,,,,
500194,Dolné Obdokovce,obec,27,,,,,,,,,,
500232,Golianovo,obec,27,,,,,,,,,,
545635,Horné Lefantovce,obec,27,,,,,,,,,,
555959,Hosťová,obec,27,,,,,,,,,,
500313,Hruboňovo,obec,27,,,,,,,,,,
558320,Ivanka pri Nitre,obec,27,,,,,,,,,,
500356,Jarok,obec,27,,,,,,,,,,
500372,Jelenec,obec,27,,,,,,,,,,
500381,Jelšovce,obec,27,,,,,,,,,,
500399,Kapince,obec,27,,,,,,,,,,
500402,Klasov,obec,27,,,,,,,,,,
500411,Kolíňany,obec,27,,,,,,,,,,
500453,Lehota,obec,27,,,,,,,,,,
500488,Lukáčovce,obec,27,,,,,,,,,,
580899,Lužianky,obec,27,,,,,,,,,,
500470,Lúčnica nad Žitavou,obec,27,,,,,,,,,,
556785,Malé Chyndice,obec,27,,,,,,,,,,
500534,Malé Zálužie,obec,27,,,,,,,,,,
555908,Malý Cetín,obec,27,,,,,,,,,,
555851,Malý Lapáš,obec,27,,,,,,,,,,
500569,Melek,obec,27,,,,,,,,,,
500577,Mojmírovce,obec,27,,,,,,,,,,
500011,Nitra,mesto,27,,,,,,,,,,
556696,Nitrianske Hrnčiarovce,obec,27,,,,,,,,,,
500631,Nová Ves nad Žitavou,obec,27,,,,,,,,,,
500640,Nové Sady,obec,27,,,,,,,,,,
500666,Paňa,obec,27,,,,,,,,,,
500674,Podhorany,obec,27,,,,,,,,,,
500682,Pohranice,obec,27,,,,,,,,,,
500691,Poľný Kesov,obec,27,,,,,,,,,,
500704,Rišňovce,obec,27,,,,,,,,,,
500712,Rumanová,obec,27,,,,,,,,,,
555991,Svätoplukovo,obec,27,,,,,,,,,,
500798,Tajná,obec,27,,,,,,,,,,
555967,Telince,obec,27,,,,,,,,,,
500844,Veľká Dolina,obec,27,,,,,,,,,,
500518,Veľké Chyndice,obec,27,,,,,,,,,,
500887,Veľké Zálužie,obec,27,,,,,,,,,,
500895,Veľký Cetín,obec,27,,,,,,,,,,
555860,Veľký Lapáš,obec,27,,,,,,,,,,
500917,Vinodol,obec,27,,,,,,,,,,
500933,Vráble,mesto,27,,,,,,,,,,
500941,Výčapy-Opatovce,obec,27,,,,,,,,,,
500950,Zbehy,obec,27,,,,,,,,,,
582387,Čab,obec,27,,,,,,,,,,
500101,Čakajovce,obec,27,,,,,,,,,,
555886,Čechynce,obec,27,,,,,,,,,,
500135,Čeľadice,obec,27,,,,,,,,,,
500160,Čifáre,obec,27,,,,,,,,,,
581097,Ľudovítová,obec,27,,,,,,,,,,
581691,Štefanovičová,obec,27,,,,,,,,,,
582719,Štitáre,obec,27,,,,,,,,,,
500780,Šurianky,obec,27,,,,,,,,,,
500992,Žirany,obec,27,,,,,,,,,,
501018,Žitavce,obec,27,,,,,,,,,,
505846,Beckov,obec,19,,,,,,,,,,
505871,Bošáca,obec,19,,,,,,,,,,
505889,Brunovce,obec,19,,,,,,,,,,
505897,Bzince pod Javorinou,obec,19,,,,,,,,,,
505951,Dolné Srnie,obec,19,,,,,,,,,,
556424,Haluzice,obec,19,,,,,,,,,,
506001,Horná Streda,obec,19,,,,,,,,,,
506061,Hrachovište,obec,19,,,,,,,,,,
506052,Hrádok,obec,19,,,,,,,,,,
505994,Hôrka nad Váhom,obec,19,,,,,,,,,,
506125,Kočovce,obec,19,,,,,,,,,,
506109,Kálnica,obec,19,,,,,,,,,,
506184,Lubina,obec,19,,,,,,,,,,
506206,Lúka,obec,19,,,,,,,,,,
506257,Modrovka,obec,19,,,,,,,,,,
506249,Modrová,obec,19,,,,,,,,,,
506265,Moravské Lieskové,obec,19,,,,,,,,,,
506303,Nová Bošáca,obec,19,,,,,,,,,,
506311,Nová Lehota,obec,19,,,,,,,,,,
556459,Nová Ves nad Váhom,obec,19,,,,,,,,,,
506338,Nové Mesto nad Váhom,mesto,19,,,,,,,,,,
506346,Očkov,obec,19,,,,,,,,,,
506401,Pobedim,obec,19,,,,,,,,,,
506427,Podolie,obec,19,,,,,,,,,,
506435,Potvorice,obec,19,,,,,,,,,,
506443,Považany,obec,19,,,,,,,,,,
506516,Stará Lehota,obec,19,,,,,,,,,,
506524,Stará Turá,mesto,19,,,,,,,,,,
506583,Trenčianske Bohuslavice,obec,19,,,,,,,,,,
506630,Vaďovce,obec,19,,,,,,,,,,
506672,Višňové,obec,19,,,,,,,,,,
556441,Zemianske Podhradie,obec,19,,,,,,,,,,
505901,Čachtice,obec,19,,,,,,,,,,
505919,Častkovce,obec,19,,,,,,,,,,
503029,Andovce,obec,28,,,,,,,,,,
503037,Bajtava,obec,28,,,,,,,,,,
503053,Bardoňovo,obec,28,,,,,,,,,,
503061,Belá,obec,28,,,,,,,,,,
503070,Bešeňov,obec,28,,,,,,,,,,
503096,Branovo,obec,28,,,,,,,,,,
503100,Bruty,obec,28,,,,,,,,,,
503045,Bánov,obec,28,,,,,,,,,,
503088,Bíňa,obec,28,,,,,,,,,,
503207,Chľaba,obec,28,,,,,,,,,,
503134,Dedinka,obec,28,,,,,,,,,,
503151,Dolný Ohaj,obec,28,,,,,,,,,,
503169,Dubník,obec,28,,,,,,,,,,
503177,Dvory nad Žitavou,obec,28,,,,,,,,,,
503185,Gbelce,obec,28,,,,,,,,,,
503193,Hul,obec,28,,,,,,,,,,
503215,Jasová,obec,28,,,,,,,,,,
503223,Jatov,obec,28,,,,,,,,,,
503231,Kamenica nad Hronom,obec,28,,,,,,,,,,
503258,Kamenný Most,obec,28,,,,,,,,,,
503240,Kamenín,obec,28,,,,,,,,,,
503266,Kmeťovo,obec,28,,,,,,,,,,
503274,Kolta,obec,28,,,,,,,,,,
503282,Komjatice,obec,28,,,,,,,,,,
503291,Komoča,obec,28,,,,,,,,,,
503312,Leľa,obec,28,,,,,,,,,,
503321,Lipová,obec,28,,,,,,,,,,
503347,Malá nad Hronom,obec,28,,,,,,,,,,
503355,Malé Kosihy,obec,28,,,,,,,,,,
503363,Maňa,obec,28,,,,,,,,,,
503371,Michal nad Žitavou,obec,28,,,,,,,,,,
503398,Mojzesovo,obec,28,,,,,,,,,,
503401,Mužla,obec,28,,,,,,,,,,
503436,Nová Vieska,obec,28,,,,,,,,,,
503011,Nové Zámky,mesto,28,,,,,,,,,,
556092,Nána,obec,28,,,,,,,,,,
582361,Obid,obec,28,,,,,,,,,,
503452,Palárikovo,obec,28,,,,,,,,,,
556033,Pavlová,obec,28,,,,,,,,,,
503479,Podhájska,obec,28,,,,,,,,,,
503487,Pozba,obec,28,,,,,,,,,,
503495,Radava,obec,28,,,,,,,,,,
503509,Rastislavice,obec,28,,,,,,,,,,
503517,Rúbaň,obec,28,,,,,,,,,,
503525,Salka,obec,28,,,,,,,,,,
503533,Semerovo,obec,28,,,,,,,,,,
503541,Sikenička,obec,28,,,,,,,,,,
503550,Strekov,obec,28,,,,,,,,,,
503568,Svodín,obec,28,,,,,,,,,,
503606,Trávnica,obec,28,,,,,,,,,,
503614,Tvrdošovce,obec,28,,,,,,,,,,
503631,Veľké Lovce,obec,28,,,,,,,,,,
503380,Veľký Kýr,obec,28,,,,,,,,,,
556025,Vlkas,obec,28,,,,,,,,,,
503649,Zemné,obec,28,,,,,,,,,,
556050,Úľany nad Žitavou,obec,28,,,,,,,,,,
503118,Čechy,obec,28,,,,,,,,,,
503126,Černík,obec,28,,,,,,,,,,
503339,Ľubá,obec,28,,,,,,,,,,
503576,Šarkan,obec,28,,,,,,,,,,
503584,Štúrovo,mesto,28,,,,,,,,,,
503592,Šurany,mesto,28,,,,,,,,,,
509558,Babín,obec,38,,,,,,,,,,
509566,Beňadovo,obec,38,,,,,,,,,,
509582,Bobrov,obec,38,,,,,,,,,,
509591,Breza,obec,38,,,,,,,,,,
509680,Hruštín,obec,38,,,,,,,,,,
509728,Klin,obec,38,,,,,,,,,,
509779,Krušetnica,obec,38,,,,,,,,,,
509809,Lokca,obec,38,,,,,,,,,,
509817,Lomná,obec,38,,,,,,,,,,
509850,Mútne,obec,38,,,,,,,,,,
509884,Novoť,obec,38,,,,,,,,,,
509868,Námestovo,mesto,38,,,,,,,,,,
509892,Oravská Jasenica,obec,38,,,,,,,,,,
509906,Oravská Lesná,obec,38,,,,,,,,,,
509914,Oravská Polhora,obec,38,,,,,,,,,,
509931,Oravské Veselé,obec,38,,,,,,,,,,
510025,Rabča,obec,38,,,,,,,,,,
510033,Rabčice,obec,38,,,,,,,,,,
510050,Sihelné,obec,38,,,,,,,,,,
510149,Vasiľov,obec,38,,,,,,,,,,
510157,Vavrečka,obec,38,,,,,,,,,,
510246,Zubrohlava,obec,38,,,,,,,,,,
510203,Zákamenné,obec,38,,,,,,,,,,
510092,Ťapešovo,obec,38,,,,,,,,,,
542733,Bošany,obec,20,,,,,,,,,,
580449,Brodzany,obec,20,,,,,,,,,,
543004,Chynorany,obec,20,,,,,,,,,,
542962,Hradište,obec,20,,,,,,,,,,
556416,Ješkova Ves,obec,20,,,,,,,,,,
543047,Klátova Nová Ves,obec,20,,,,,,,,,,
543055,Kolačno,obec,20,,,,,,,,,,
556246,Krásno,obec,20,,,,,,,,,,
556173,Livina,obec,20,,,,,,,,,,
556190,Livinské Opatovce,obec,20,,,,,,,,,,
